iso_code,continent,location,date,new_cases,new_deaths,population
USA,North America,United States,2022-05-11,100982.0,189.0,338289856.0
USA,North America,United States,2022-05-12,100249.0,393.0,338289856.0
USA,North America,United States,2022-05-13,127795.0,566.0,338289856.0
USA,North America,United States,2022-05-14,98705.0,262.0,338289856.0
USA,North America,United States,2022-05-15,117953.0,432.0,338289856.0
USA,North America,United States,2022-05-16,29099.0,79.0,338289856.0
USA,North America,United States,2022-05-17,46227.0,66.0,338289856.0
USA,North America,United States,2022-05-18,123395.0,231.0,338289856.0
USA,North America,United States,2022-05-19,129614.0,368.0,338289856.0
USA,North America,United States,2022-05-20,146420.0,606.0,338289856.0
USA,North America,United States,2022-05-21,109730.0,252.0,338289856.0
USA,North America,United States,2022-05-22,150010.0,479.0,338289856.0
USA,North America,United States,2022-05-23,36406.0,97.0,338289856.0
USA,North America,United States,2022-05-24,44879.0,67.0,338289856.0
USA,North America,United States,2022-05-25,110873.0,388.0,338289856.0
USA,North America,United States,2022-05-26,133342.0,471.0,338289856.0
USA,North America,United States,2022-05-27,153916.0,699.0,338289856.0
USA,North America,United States,2022-05-28,113174.0,327.0,338289856.0
USA,North America,United States,2022-05-29,148130.0,580.0,338289856.0
USA,North America,United States,2022-05-30,36051.0,87.0,338289856.0
USA,North America,United States,2022-05-31,35465.0,58.0,338289856.0
USA,North America,United States,2022-06-01,55525.0,78.0,338289856.0
USA,North America,United States,2022-06-02,155982.0,366.0,338289856.0
USA,North America,United States,2022-06-03,140951.0,575.0,338289856.0
USA,North America,United States,2022-06-04,111559.0,354.0,338289856.0
USA,North America,United States,2022-06-05,140094.0,461.0,338289856.0
USA,North America,United States,2022-06-06,47471.0,87.0,338289856.0
USA,North America,United States,2022-06-07,43315.0,127.0,338289856.0
USA,North America,United States,2022-06-08,99664.0,297.0,338289856.0
USA,North America,United States,2022-06-09,152307.0,476.0,338289856.0
USA,North America,United States,2022-06-10,144559.0,642.0,338289856.0
USA,North America,United States,2022-06-11,105965.0,264.0,338289856.0
USA,North America,United States,2022-06-12,147763.0,391.0,338289856.0
USA,North America,United States,2022-06-13,37707.0,144.0,338289856.0
USA,North America,United States,2022-06-14,38721.0,91.0,338289856.0
USA,North America,United States,2022-06-15,91358.0,286.0,338289856.0
USA,North America,United States,2022-06-16,138010.0,419.0,338289856.0
USA,North America,United States,2022-06-17,143175.0,569.0,338289856.0
USA,North America,United States,2022-06-18,97574.0,301.0,338289856.0
USA,North America,United States,2022-06-19,125711.0,392.0,338289856.0
USA,North America,United States,2022-06-20,35853.0,96.0,338289856.0
USA,North America,United States,2022-06-21,35517.0,115.0,338289856.0
USA,North America,United States,2022-06-22,52244.0,140.0,338289856.0
USA,North America,United States,2022-06-23,186492.0,513.0,338289856.0
USA,North America,United States,2022-06-24,134198.0,625.0,338289856.0
USA,North America,United States,2022-06-25,101869.0,492.0,338289856.0
USA,North America,United States,2022-06-26,163464.0,520.0,338289856.0
USA,North America,United States,2022-06-27,44012.0,107.0,338289856.0
USA,North America,United States,2022-06-28,44178.0,76.0,338289856.0
USA,North America,United States,2022-06-29,96530.0,256.0,338289856.0
USA,North America,United States,2022-06-30,154793.0,625.0,338289856.0
USA,North America,United States,2022-07-01,148959.0,555.0,338289856.0
USA,North America,United States,2022-07-02,112856.0,476.0,338289856.0
USA,North America,United States,2022-07-03,172444.0,547.0,338289856.0
USA,North America,United States,2022-07-04,48178.0,138.0,338289856.0
USA,North America,United States,2022-07-05,46196.0,87.0,338289856.0
USA,North America,United States,2022-07-06,45747.0,119.0,338289856.0
USA,North America,United States,2022-07-07,169689.0,469.0,338289856.0
USA,North America,United States,2022-07-08,145751.0,601.0,338289856.0
USA,North America,United States,2022-07-09,120595.0,491.0,338289856.0
USA,North America,United States,2022-07-10,167613.0,549.0,338289856.0
USA,North America,United States,2022-07-11,55577.0,106.0,338289856.0
USA,North America,United States,2022-07-12,57136.0,111.0,338289856.0
USA,North America,United States,2022-07-13,113656.0,279.0,338289856.0
USA,North America,United States,2022-07-14,184135.0,651.0,338289856.0
USA,North America,United States,2022-07-15,156001.0,711.0,338289856.0
USA,North America,United States,2022-07-16,138983.0,455.0,338289856.0
USA,North America,United States,2022-07-17,182741.0,472.0,338289856.0
USA,North America,United States,2022-07-18,57577.0,154.0,338289856.0
USA,North America,United States,2022-07-19,56070.0,173.0,338289856.0
USA,North America,United States,2022-07-20,101687.0,351.0,338289856.0
USA,North America,United States,2022-07-21,179375.0,705.0,338289856.0
USA,North America,United States,2022-07-22,158884.0,675.0,338289856.0
USA,North America,United States,2022-07-23,148445.0,494.0,338289856.0
USA,North America,United States,2022-07-24,206657.0,635.0,338289856.0
USA,North America,United States,2022-07-25,53259.0,159.0,338289856.0
USA,North America,United States,2022-07-26,54599.0,173.0,338289856.0
USA,North America,United States,2022-07-27,106403.0,303.0,338289856.0
USA,North America,United States,2022-07-28,168680.0,631.0,338289856.0
USA,North America,United States,2022-07-29,160831.0,696.0,338289856.0
USA,North America,United States,2022-07-30,144834.0,520.0,338289856.0
USA,North America,United States,2022-07-31,259377.0,631.0,338289856.0
USA,North America,United States,2022-08-01,37913.0,137.0,338289856.0
USA,North America,United States,2022-08-02,37944.0,118.0,338289856.0
USA,North America,United States,2022-08-03,119038.0,400.0,338289856.0
USA,North America,United States,2022-08-04,161349.0,720.0,338289856.0
USA,North America,United States,2022-08-05,149835.0,715.0,338289856.0
USA,North America,United States,2022-08-06,131403.0,560.0,338289856.0
USA,North America,United States,2022-08-07,150569.0,611.0,338289856.0
USA,North America,United States,2022-08-08,33241.0,162.0,338289856.0
USA,North America,United States,2022-08-09,32807.0,121.0,338289856.0
USA,North America,United States,2022-08-10,98627.0,337.0,338289856.0
USA,North America,United States,2022-08-11,137268.0,800.0,338289856.0
USA,North America,United States,2022-08-12,138358.0,774.0,338289856.0
USA,North America,United States,2022-08-13,125122.0,587.0,338289856.0
USA,North America,United States,2022-08-14,136195.0,661.0,338289856.0
USA,North America,United States,2022-08-15,30589.0,132.0,338289856.0
USA,North America,United States,2022-08-16,21098.0,117.0,338289856.0
